artist,total_tracks,spotify_popularity,danceability,energy,speechiness,instrumentalness,pct_explicit_tracks,duration_min,feature_pct,spotify_track_genre,nominations,year_with_most_nominations,most_common_category,most_common_award_class,lastfm_listeners,lastfm_playcount,similar_1,similar_2,similar_3
sleep baby sleep,22,38.13636363636363,Low,Low,Low,Instrumental,0.0,1.374090909090909,90.9090909090909,sleep,0,,,,40918.0,6788931.0,Nature Sounds for Sleep and Relaxation,Sounds of Nature White Noise for Mindfulness Meditation and Relaxation,Serenity for Sleep
sleep miracle,1,80.0,Low,Low,Low,Instrumental,0.0,4.13,0.0,sleep,0,,,,129740.0,4921708.0,Smoothe Sounds,Natural Samples,Baltic Nature Sounds
sleep recording sounds,1,34.0,Low,Medium,Low,Instrumental,0.0,3.01,0.0,sleep,0,,,,20336.0,167267.0,Seas of Dreams,Streams & Mist,Ambrook Glacier
sleep sound library,4,35.75,Low,Low,Low,Vocal,0.0,2.1025,25.0,sleep,0,,,,15880.0,1378053.0,Ocean Waves For Sleep,Rain Sounds Sleep,Sleep Rain
sleep sounds of nature,1,36.0,Low,Medium,Low,Instrumental,0.0,8.64,0.0,sleep,0,,,,61709.0,762340.0,Calming Forest,Natural Forest Sounds,Natural Sound Makers
sleep surgeon,1,41.0,Medium,Low,Low,Instrumental,0.0,3.53,0.0,ambient,0,,,,10825.0,37881.0,Austin Haga,Francesca Heart,Thomas James White
sleep therapist,1,59.0,Low,Low,Low,Instrumental,0.0,3.87,0.0,sleep,0,,,,17257.0,100626.0,Hypertime,Ocean Mysteries,Stone Martyrs
sleeperstar,1,43.0,Medium,Low,Low,Vocal,0.0,2.55,0.0,piano,0,,,,40211.0,451699.0,Sounds Under Radio,Green River Ordinance,16 Frames
sleeping at last,40,53.375,Low,Low,Low,Vocal,0.0,3.90175,0.0,ambient,0,,,,1144818.0,32918813.0,Amber Run,Kodaline,Aquilo
sleeping with sirens,5,51.0,Medium,High,Low,Vocal,20.0,3.436,40.0,metalcore,0,,,,926524.0,51261964.0,,,
sleeping wolf,1,57.0,Medium,High,Low,Vocal,0.0,3.91,0.0,alt-rock,0,,,,70565.0,1026626.0,Dylan Fraser,PaulWetz,Amy Guess
sleepless eye,2,63.5,Low,Low,Low,Mixed,0.0,3.055,0.0,sleep,0,,,,43798.0,359593.0,Sami Muni,Lugnet före stormen,Chopade
sleepy clouds,1,67.0,Low,Low,Low,Instrumental,0.0,3.1,0.0,sleep,0,,,,77119.0,563030.0,Debyah,Doris Melwin,Tilman Stoiber
sleepy fish,1,54.0,High,Low,Low,Instrumental,0.0,3.28,0.0,chill,0,,,,212439.0,3047995.0,Aso,Yasper,Toonorth
sleepy hallow,6,73.33333333333333,High,Medium,Moderate,Vocal,100.0,2.123333333333333,66.66666666666666,r-n-b,0,,,,789770.0,35625193.0,,,
sleepy moon,1,58.0,Low,Low,Low,Instrumental,0.0,4.29,0.0,sleep,0,,,,34221.0,208644.0,Invisible Motion,Phunard,Bedtijd
sleepy sounds,1,44.0,Low,High,Low,Instrumental,0.0,4.43,0.0,sleep,0,,,,1141.0,29728.0,Rain Feels,Rain Sounds of Brentwood,Rain Sounds & Nature Sounds
sleepy times,6,32.833333333333336,Low,Medium,Low,Instrumental,0.0,2.5933333333333333,33.33333333333333,sleep,0,,,,33848.0,2798407.0,Thunderstorm Global Project from TraxLab,4D Nature Recordings,Stereo Outdoor Sampling
sless praismo,13,26.76923076923077,Medium,Low,Low,Instrumental,0.0,2.436923076923077,53.84615384615385,study,0,,,,44008.0,137511.0,tres islas,Otis Neon,SP-MATO
slim cessna's auto club,1,21.0,Medium,High,Low,Vocal,0.0,3.27,0.0,goth,0,,,,50451.0,1236296.0,Munly & the Lupercalians,Munly & the Lee Lewis Harlots,Jay Munly
slime,2,37.5,Medium,High,Low,Vocal,50.0,4.295,0.0,german,0,,,,113376.0,2057250.0,Dritte Wahl,Alarmsignal,Wizo
afk,1,36.0,Medium,High,Low,Vocal,0.0,4.73,100.0,dubstep,0,,,,35297.0,261987.0,MUST DIE!,Spag Heddy,Excision
slippy,4,47.25,Medium,High,Low,Vocal,0.0,3.645,100.0,dub,0,,,,74201.0,963316.0,KUURO,Pixel Terror,Conro
sllash & doppe,2,0.0,High,High,Low,Instrumental,0.0,5.27,0.0,deep-house,0,,,,24772.0,112884.0,Ferreck Dawn,Angelo Ferreri,Kevin McKay
sloan,5,25.0,Medium,High,Low,Vocal,0.0,3.002,0.0,power-pop,0,,,,210708.0,4954402.0,54-40,The Tragically Hip,Odds
sloppy seconds,6,24.33333333333333,Low,High,Low,Vocal,50.0,2.7550000000000003,0.0,power-pop,0,,,,31025.0,500122.0,Nobodys,Screeching Weasel,The Queers
slot machine,1,59.0,Medium,High,Low,Vocal,0.0,3.77,0.0,indie-pop,0,,,,41771.0,812924.0,Tilly Birds,Cocktail,Khaotung Thanawat
slow meadow,2,54.5,Low,Low,Low,Instrumental,0.0,4.15,0.0,ambient,0,,,,145047.0,2376993.0,Clem Leek,Brambles,Goldmund
slow pulp,1,56.0,Medium,Medium,Low,Vocal,0.0,2.54,0.0,garage,0,,,,690240.0,17133554.0,Momma,Tanukichan,Mia Joy
slowgold,13,24.615384615384617,Medium,Medium,Low,Vocal,0.0,3.900769230769231,0.0,goth,0,,,,21567.0,436159.0,,,
slowly slowly,4,34.75,Medium,High,Low,Vocal,50.0,3.435,25.0,emo,0,,,,30401.0,1357394.0,,,
slugdge,1,21.0,Medium,High,Low,Mixed,0.0,7.87,0.0,death-metal,0,,,,29690.0,895375.0,Hath,Rivers of Nihil,Gorod
slushii,6,53.16666666666666,High,High,Low,Vocal,16.666666666666664,3.25,83.33333333333334,electronic,0,,,,278286.0,3529127.0,Pixel Terror,Slippy,Rogue
sly & robbie,1,28.0,High,High,Low,Vocal,0.0,4.55,0.0,dub,0,,,,146011.0,1334092.0,Prince Jammy,King Tubby,Dennis Bovell
sly & the family stone,2,67.0,High,Medium,Low,Vocal,0.0,2.685,0.0,psych-rock,0,,,,1210874.0,16362504.0,Parliament,Funkadelic,James Brown
sly withers,13,31.53846153846154,Medium,High,Low,Vocal,46.15384615384615,3.5730769230769237,0.0,garage,0,,,,14314.0,600972.0,Teenage Joans,Slowly Slowly,Beddy Rays
small faces,1,34.0,Medium,High,Low,Vocal,0.0,1.95,0.0,blues,0,,,,570299.0,7008679.0,The Kinks,The Creation,The Easybeats
smart books,4,49.25,High,Medium,Low,Vocal,0.0,1.1975,0.0,children,0,,,,10658.0,96398.0,HyeongseopXEuiwoong,BabyBus Nursery Rhymes,The Cast of Baby Shark's Big Show!
smartface,22,18.727272727272727,High,Medium,Low,Instrumental,0.0,2.541363636363636,13.636363636363637,study,0,,,,125734.0,678480.0,Siny,Tony Thriller,Dylan Sitts
smash mouth,10,8.4,High,High,Low,Vocal,0.0,3.312,0.0,alt-rock,0,,,,2051186.0,22396664.0,Sugar Ray,The Presidents of the United States of America,Barenaked Ladies
smash stereo,2,41.5,Medium,High,Low,Mixed,0.0,2.605,0.0,club,0,,,,44331.0,357556.0,Synphic,Aim To Head,Limbo Slice
smerz,1,22.0,Low,Low,Low,Instrumental,0.0,2.06,0.0,club,0,,,,120136.0,1593243.0,SASSY 009,Tirzah,Astrid Sonne
smg,1,28.0,High,Low,Low,Vocal,0.0,3.2,100.0,electronic,0,,,,6864.0,85133.0,Violent Gorge,Mesrine,Sakatat
smile on the sinner,1,25.0,Medium,High,Low,Vocal,0.0,3.09,0.0,metalcore,0,,,,6006.0,36775.0,Forgetting the Memories,Degrader,Born a New
smith & thell,1,60.0,Medium,High,Low,Vocal,0.0,3.39,0.0,swedish,0,,,,140184.0,2355621.0,Victor Leksell,Victor Crone,Anna Bergendahl
smitten,3,33.0,Medium,High,Low,Vocal,0.0,2.856666666666667,0.0,hardcore,0,,,,15880.0,251339.0,Cadena Perpetua,Cuentos Borgeanos,Bulldog
smoke city,1,56.0,Medium,Medium,Low,Vocal,0.0,6.77,0.0,trip-hop,0,,,,596769.0,5246073.0,Lamb,Thievery Corporation,Kid Loco
afkap,1,60.0,Medium,Medium,Low,Vocal,0.0,3.01,0.0,hip-hop,0,,,,7415.0,146223.0,Frappe Ash,Dhruv Sthetick,Muhfaad
smokey robinson & the miracles,11,0.0,Medium,Medium,Low,Vocal,0.0,3.419090909090909,9.090909090909092,funk,0,,,,665776.0,5004566.0,The Miracles,The Four Tops,Smokey Robinson
smoking popes,4,22.0,Medium,High,Low,Vocal,0.0,3.0075,0.0,power-pop,0,,,,108222.0,1913583.0,Superdrag,The Get Up Kids,Sincere Engineer
smooth,1,16.0,Low,High,Low,Instrumental,0.0,4.43,0.0,drum-and-bass,0,,,,109948.0,958758.0,Flowidus,Maduk,Cyantific
smyang piano,56,39.142857142857146,Medium,Low,Low,Instrumental,0.0,3.4975,16.071428571428573,piano,0,,,,161274.0,5342154.0,DooPiano,Shin Giwon Piano,Emile Pandolfi
snake river conspiracy,5,22.4,Medium,High,Low,Vocal,60.0,4.14,0.0,industrial,0,,,,109072.0,1675293.0,Genitorturers,Mojave Phone Booth,Kidneythieves
snake-bite,1,22.0,Medium,High,Low,Vocal,0.0,2.67,0.0,rockabilly,0,,,,1198.0,6142.0,Fancy Dan,Tupelo Highshots,The Rockabilly Rebels
snakebite,1,24.0,Medium,High,Low,Mixed,0.0,3.09,0.0,rockabilly,0,,,,5688.0,51381.0,Hank Sundown & The Roaring Cascades,Simon Crashly & The Roadmasters,THE UNKOOL HILLBILLIES
snakehips,1,58.0,Medium,High,Low,Vocal,100.0,3.8,100.0,edm,0,,,,791502.0,9180114.0,SG Lewis,NOTD,Jonas Blue
snavs,6,35.0,Medium,High,Low,Vocal,16.666666666666664,2.736666666666667,66.66666666666666,electronic,0,,,,128954.0,1279441.0,Pegboard Nerds,Slippy,Tisoki
snazzy,2,55.5,High,Low,Low,Mixed,0.0,2.15,50.0,french,0,,,,100625.0,457934.0,lechiffrebeats,Prigida,NGYN
sneaker pimps,2,41.5,Medium,Medium,Low,Vocal,0.0,3.645,0.0,trip-hop,0,,,,1079235.0,20836653.0,Marsmobil,Berry Weight,The Mighty Bop
sneaky pete & cool cats,1,23.0,Medium,High,Low,Vocal,0.0,2.11,0.0,rockabilly,0,,,,456.0,3970.0,Simon Crashly & The Roadmasters,The Fastback,Eva Eastwood
snog,1,23.0,Medium,High,Low,Vocal,0.0,4.99,0.0,industrial,0,,,,42938.0,1067745.0,Haujobb,Leæther Strip,Front 242
snoh aalegra,6,0.3333333333333333,Medium,Low,Low,Vocal,50.0,2.47,0.0,alternative,0,,,,695397.0,16282054.0,Cleo Sol,Ari Lennox,Sinead Harnett
snoop dogg,24,28.041666666666668,High,Medium,Low,Vocal,75.0,3.644583333333333,91.66666666666666,funk,0,,,,3943503.0,69907680.0,Tha Dogg Pound,Dr. Dre,Daz Dillinger
snot,1,33.0,Medium,High,Low,Vocal,100.0,3.37,0.0,industrial,0,,,,314905.0,5065313.0,Primer 55,Coal Chamber,Dry Kill Logic
snow,2,0.0,High,High,Low,Vocal,0.0,4.415,50.0,reggae,0,,,,345859.0,2083793.0,Shaggy,Vanilla Ice,Kris Kross
snow patrol,1,80.0,Medium,Medium,Low,Vocal,0.0,4.47,0.0,rock,0,,,,3702500.0,104653066.0,Travis,The Fray,Stereophonics
snowstorm,2,36.0,Medium,High,Low,Vocal,0.0,3.64,0.0,swedish,0,,,,24259.0,167181.0,Magnum Bonum,Kenneth & The Knutters,Factory
snowy white,4,53.0,Medium,Low,Low,Vocal,0.0,4.9525,50.0,british,0,,,,180806.0,1608915.0,Snowy White & The White Flames,Alvin Lee,Blues Cousins
snøw,6,47.5,High,Low,Low,Vocal,66.66666666666666,2.158333333333333,66.66666666666666,sad,0,,,,121801.0,1283319.0,Teqkoi,Monty Datta,Skinny Atlas
so jao,1,59.0,Low,Low,Low,Instrumental,0.0,2.91,0.0,sleep,0,,,,20655.0,126019.0,From Us,Caelando,Explorador Sonico
so la lune,7,34.42857142857143,High,Medium,Low,Vocal,100.0,3.1814285714285715,14.285714285714285,french,0,,,,22383.0,4971820.0,Green Montana,Rounhaa,Bu$hi
so preto sem preconceito,3,39.66666666666666,Medium,Medium,Low,Vocal,0.0,3.753333333333333,0.0,samba,0,,,,6664.0,39487.0,Marquinho Sathan,Arlindo Cruz & Sombrinha,Reynaldo
so solid crew,1,25.0,High,High,Low,Vocal,0.0,3.11,0.0,garage,0,,,,120761.0,572331.0,Oxide & Neutrino,DJ Luck & MC Neat,DJ Pied Piper & The Masters Of Ceremonies
soleo,1,29.0,Medium,High,Low,Vocal,0.0,2.97,0.0,disco,0,,,,5919.0,46697.0,Extazy,Jorrgus,Joker & Sequence
solonely,2,49.0,Medium,Medium,Low,Vocal,100.0,2.67,50.0,emo,0,,,,28892.0,374854.0,Yung Van,Seon,PersonPerson
so_nny,1,48.0,High,Low,Low,Instrumental,0.0,2.5,0.0,study,0,,,,13510.0,29306.0,Midnight Smoothie,Ninjasister,Above the Mex
soaked oats,1,26.0,Medium,High,Low,Vocal,0.0,3.76,0.0,garage,0,,,,23632.0,175411.0,Gromz,Summer Thieves,Heavy Chest
social distortion,3,36.0,Low,High,Low,Vocal,0.0,2.953333333333333,0.0,punk,0,,,,781450.0,19875661.0,Mike Ness,Rancid,Pennywise
social kid,1,37.0,High,Medium,Low,Mixed,0.0,4.0,0.0,club,0,,,,19436.0,124117.0,Zabo,Matteo Tura,Dr. Fresch
soda stereo,31,38.96774193548387,Medium,High,Low,Vocal,0.0,4.549354838709678,0.0,punk-rock,0,,,,606674.0,37798977.0,Gustavo Cerati,Charly García,Serú Girán
sodagreen,10,51.9,Medium,Medium,Low,Vocal,0.0,4.609,10.0,mandopop,0,,,,25959.0,576278.0,Qing Feng Wu,蘇打綠,LaLa Hsu
sodhivine,1,33.0,Medium,Medium,Low,Instrumental,0.0,2.24,0.0,electronic,0,,,,2177.0,10201.0,MALFNKTION,GURBAX,Rusha & Blizza
sodom,4,15.25,Low,High,Low,Vocal,0.0,4.8100000000000005,0.0,black-metal,0,,,,358499.0,20237095.0,Destruction,Kreator,Tankard
sofa surfers,4,48.5,Medium,Medium,Low,Instrumental,0.0,4.6525,50.0,trip-hop,0,,,,492070.0,5954227.0,Marsmobil,Soma Sonic,The Mighty Bop
sofia karlsson,2,35.0,Low,Low,Low,Vocal,0.0,3.635,50.0,swedish,0,,,,38610.0,731547.0,Anna Ternheim,Lars Winnerbäck,Melissa Horn
sofia kourtesis,1,55.0,High,High,Low,Instrumental,0.0,6.12,0.0,electronic,0,,,,163397.0,1872871.0,Avalon Emerson,Jayda G,Romy
sofiane,2,16.5,High,Medium,Low,Vocal,50.0,2.615,50.0,french,0,,,,48754.0,1356679.0,Kaaris,Booba,Rim'K
soft cell,5,31.4,Medium,Medium,Low,Vocal,0.0,4.638,20.0,synth-pop,0,,,,1883346.0,18485706.0,Marc Almond,The Human League,Visage
sofía reyes,14,11.0,High,High,Low,Vocal,21.428571428571427,3.3085714285714287,100.0,latin,0,,,,225969.0,2205555.0,Sofia Reyes,Becky G,Natti Natasha
soge culebra,1,69.0,Medium,Medium,Low,Vocal,0.0,3.38,100.0,spanish,0,,,,43021.0,893915.0,Omar Montes,Maikel Delacalle,Rvfv
sohail sen,3,61.66666666666666,High,Medium,Low,Vocal,0.0,4.59,100.0,pop-film,0,,,,48671.0,711102.0,Vishal-Shekhar,Pritam,Sachin-Jigar
soham naik,1,64.0,Medium,High,Low,Vocal,0.0,4.72,100.0,pop,0,,,,2341.0,16688.0,Stebin Ben,Ajit Kale,Saaj Bhatt
soheil soheili,9,0.0,Low,Low,Low,Mixed,0.0,3.5211111111111117,55.55555555555556,iranian,0,,,,244.0,487.0,Babak Sepanta,XERXES THE DARK,Nyctalllz
sohn aelia,2,67.5,Low,Low,Low,Instrumental,0.0,2.935,0.0,sleep,0,,,,97933.0,595920.0,Gaea Antoniou,Reiki Akoya,Fabien Tamm
sohodolls,2,64.0,High,Medium,Low,Vocal,0.0,2.92,0.0,electronic,0,,,,609102.0,7528879.0,Night Club,Marie Madeleine,Reyko
sohrab motabar,1,0.0,Low,Medium,Moderate,Instrumental,0.0,5.0,0.0,iranian,0,,,,50.0,139.0,Soheil Soheili,Ali Ostovar,Mentrix
soil,4,38.25,Medium,High,Low,Vocal,25.0,3.145,0.0,industrial,0,,,,730457.0,14535031.0,Drowning Pool,Nonpoint,Dope
soilent green,12,14.333333333333334,Low,High,Low,Instrumental,0.0,3.29,0.0,grindcore,0,,,,59389.0,1028276.0,Eyehategod,Buzzov•en,Crowbar
soilwork,3,44.66666666666666,Medium,High,Low,Vocal,0.0,4.153333333333333,0.0,death-metal,0,,,,612997.0,41800291.0,In Flames,Scar Symmetry,Disarmonia Mundi
soko,2,54.0,Low,Low,Low,Vocal,0.0,3.02,50.0,french,0,,,,653143.0,12294369.0,,,
sokoninaru,1,42.0,Medium,High,Low,Vocal,0.0,3.25,0.0,j-idol,0,,,,53865.0,1144524.0,そこに鳴る,Ling Tosite Sigure,a crowd of rebellion
sokrat st,4,41.25,Medium,Medium,Low,Vocal,50.0,3.485,50.0,turkish,0,,,,10774.0,277400.0,Şanışer,Beta Berk Bayindir,Sehabe
sol3 mio,5,22.4,Medium,Low,Low,Vocal,0.0,3.898000000000001,20.0,opera,0,,,,3164.0,18238.0,Dennis Marsh,Benny Tipene,MAIMOA
sola vimi,1,60.0,Low,Low,Low,Instrumental,0.0,2.1,0.0,sleep,0,,,,30890.0,156049.0,Jupiter Breeze,Howling Winds,So Jao
solace her,1,40.0,Medium,Medium,Low,Vocal,0.0,9.14,0.0,indie-pop,0,,,,285.0,4404.0,life in limbo,Shei-Huum,Innocent Eyes
solange almeida,5,41.6,Medium,High,Low,Vocal,0.0,3.19,20.0,forro,0,,,,46051.0,421780.0,Mara Pavanelly,Márcia Fellipe,Taty Girl
solar fields,2,46.0,Medium,Low,Low,Instrumental,0.0,7.135,0.0,ambient,0,,,,357453.0,12913582.0,H.U.V.A. Network,Aes Dana,Carbon Based Lifeforms
solardo,4,41.5,Medium,High,Low,Vocal,0.0,3.8925,75.0,deep-house,0,,,,112027.0,752039.0,Kideko,Weiss (UK),Patrick Topping
solarstone,2,24.0,Medium,High,Low,Instrumental,0.0,5.965,100.0,progressive-house,0,,,,123553.0,1831032.0,XiJaro & Pitch,Orkidea,Robert Nickson
soldat louis,1,32.0,High,Low,Low,Vocal,0.0,4.48,0.0,french,0,,,,22480.0,274966.0,Tri Yann,Merzhin,Dan Ar Braz
soledad,1,43.0,Medium,High,Low,Vocal,0.0,4.24,0.0,folk,0,,,,48739.0,502439.0,Chaqueño Palavecino,Mercedes Sosa,Abel Pintos
soledad villamil,2,23.0,Medium,Medium,Low,Vocal,0.0,3.645,0.0,tango,0,,,,1249.0,18757.0,Malena Muyala,Julia Zenko,La Chicana
solee,6,38.66666666666666,Medium,Medium,Low,Instrumental,0.0,7.625,0.0,minimal-techno,0,,,,105582.0,917018.0,Ron Flatter,Oliver Schories,Marek Hemmann
solex,2,20.0,Medium,High,Low,Instrumental,0.0,6.825,0.0,trip-hop,0,,,,49791.0,589704.0,Pram,Add N To (X),The Fiery Furnaces
soleá morente,3,0.6666666666666666,High,High,Low,Vocal,0.0,3.1333333333333333,66.66666666666666,spanish,0,,,,15364.0,347647.0,Rocío Márquez,Marcelo Criminal,Kokoshca
soli deo gloria,2,27.0,Low,Low,Low,Instrumental,0.0,4.525,0.0,british,0,,,,441.0,6197.0,Jaap Kramer,Feike Asma,Elise Mannah
solitude,1,24.0,Low,High,Low,Vocal,0.0,3.59,0.0,metalcore,0,,,,24858.0,301667.0,My Dear Addiction,Moment of Madness,Machinemade God
solo tango orquesta,7,16.857142857142858,Medium,Medium,Low,Vocal,0.0,2.861428571428572,0.0,tango,0,,,,4161.0,40320.0,Sexteto Milonguero,Juan D'Arienzo y su Orquesta Típica,Rodolfo Biagi Y Su Orquesta Tipica
aga,5,45.2,Medium,Medium,Low,Vocal,0.0,4.386,20.0,cantopop,0,,,,19613.0,565997.0,謝安琪,MC 張天賦,吳雨霏
solomun,29,24.517241379310345,High,Medium,Low,Instrumental,0.0,6.068620689655173,48.27586206896552,minimal-techno,0,,,,257776.0,2498795.0,Adriatique,NTO,Jan Blomqvist
soltan,1,41.0,Low,High,Low,Mixed,0.0,3.71,100.0,dub,0,,,,14748.0,131938.0,Dr. Ozi,Badklaat,Kompany
solteirões do forró,2,38.5,Medium,High,Low,Vocal,0.0,2.715,0.0,forro,0,,,,11740.0,86665.0,Pedrinho Pegação,Caninana,Sirano & Sirino
soly,1,40.0,High,Medium,Low,Vocal,0.0,3.25,0.0,reggaeton,0,,,,847.0,6463.0,Zoprano,Jeiby,Niko Eme
somewhatsuper,2,35.0,High,Medium,Low,Vocal,0.0,2.36,100.0,electronic,0,,,,2039.0,18398.0,The Sketches,Sanam Marvi,Javed Bashir
something corporate,1,0.0,Medium,Medium,Low,Vocal,0.0,3.2,0.0,emo,0,,,,765709.0,22272141.0,Jack's Mannequin,Andrew McMahon in the Wilderness,The Starting Line
something good,2,45.5,Medium,High,Low,Mixed,0.0,4.075,50.0,progressive-house,0,,,,58585.0,292927.0,Cristoph,Eelke Kleijn,Yotto
somlata and the aces,1,44.0,Medium,Medium,Low,Vocal,0.0,5.34,100.0,indie,0,,,,1554.0,11067.0,Somlata Acharyya Chowdhury,lagnajita chakraborty,Iman Chakraborty
somna,1,0.0,High,Medium,Low,Vocal,0.0,6.38,100.0,trance,0,,,,29433.0,263020.0,Ciaran McAuley,DJ T.H.,SMR LVE
somos nós a justiça,1,46.0,High,Medium,Low,Vocal,0.0,6.39,0.0,brazil,0,,,,5984.0,31641.0,Helião,Face Da Morte,Detentos do Rap
son by four,1,29.0,Medium,High,Low,Vocal,0.0,4.69,0.0,salsa,0,,,,75043.0,404932.0,Sin Bandera,Cristian Castro,Gilberto Santa Rosa
son feci bisiklet,3,40.0,Medium,High,Low,Vocal,0.0,3.963333333333333,0.0,turkish,0,,,,62158.0,2810606.0,Adamlar,Yaşlı Amca,Dolu Kadehi Ters Tut
son mieux,1,0.0,Medium,High,Low,Vocal,0.0,3.15,0.0,folk,0,,,,66139.0,1143418.0,Di-rect,Racoon,Rondé
son palenque,1,24.0,Medium,High,Low,Vocal,0.0,6.79,100.0,afrobeat,0,,,,18591.0,67085.0,Manuel Alvarez y Sus Dangers,Grupo Palma Africana,Pedro Beltran
son tentación,2,30.0,Medium,High,Low,Vocal,0.0,5.08,0.0,salsa,0,,,,3161.0,28002.0,Bembe Orquesta,Daniela Darcourt,You Salsa
son&dad,2,38.0,Low,Low,Low,Vocal,0.0,2.31,100.0,acoustic,0,,,,9025.0,75432.0,Covers Culture,Filip Nordin,Caj Morgan
sona mohapatra,2,65.0,Medium,Medium,Low,Vocal,0.0,3.95,50.0,pop-film,0,,,,48690.0,540931.0,Rekha Bhardwaj,Rashid Ali,Mohit Chauhan
soner arıca,1,38.0,High,Medium,Low,Vocal,0.0,4.47,0.0,turkish,0,,,,15472.0,95473.0,Ferda Anıl Yarkın,Yonca Lodi,Çelik
soner sarıkabadayı,1,40.0,Medium,Low,Low,Vocal,0.0,3.53,0.0,turkish,0,,,,25367.0,383217.0,Berkay,Hande Ünsal,Tuğba Yurt
songs from the road band,1,23.0,Medium,Medium,Low,Vocal,0.0,3.85,0.0,bluegrass,0,,,,1798.0,12552.0,Trout Steak Revival,Fireside Collective,The Travelin' McCourys
sonia rivas,11,30.727272727272727,Medium,Medium,Low,Vocal,0.0,3.261818181818182,9.090909090909092,rock-n-roll,0,,,,2242.0,13156.0,Manoella Torres,Lisa Lopez,Alvaro Dávila
sonic area,1,12.0,Medium,Medium,Low,Vocal,0.0,3.23,0.0,idm,0,,,,10048.0,187970.0,Iszoloscope,Geomatic,Empusae
sonic boom six,3,26.666666666666668,Medium,High,Low,Vocal,33.33333333333333,3.51,0.0,dub,0,,,,84633.0,2165566.0,Dance Hall Crashers,The Skints,King Prawn
sonic journey,3,46.0,Medium,Medium,Low,Vocal,0.0,3.186666666666666,0.0,dub,0,,,,15972.0,141292.0,Medz,ManCub,Aaron Shirk
sonic syndicate,1,52.0,Medium,High,Low,Vocal,0.0,3.86,0.0,death-metal,0,,,,519490.0,18898595.0,The Unguided,Demotional,Dreamshade
sonic wine,3,24.0,Low,Low,Low,Mixed,0.0,3.7466666666666666,0.0,disney,0,,,,965.0,2899.0,The Harp and the Piano,Poppie Swag,Leonardo Holmes
sonicdriver,1,22.0,Medium,High,Low,Vocal,0.0,3.53,0.0,happy,0,,,,3962.0,15963.0,El Bruto,4 Tune Fairy Tales,DJ Gizmo
sonidos de aves,1,26.0,Medium,Low,High,Instrumental,0.0,1.07,0.0,world-music,0,,,,3026.0,23215.0,Sonidos De Pajaros,Relajación océano y olas,Sonidos De Fuego
sonmi451,5,12.0,Low,Low,Low,Instrumental,0.0,6.378,0.0,idm,0,,,,14306.0,223897.0,Maps and Diagrams,Shuttle358,Purl
sonny & cher,1,65.0,Medium,High,Low,Vocal,0.0,3.17,0.0,rock-n-roll,0,,,,463205.0,2644782.0,Cher,The Dixie Cups,Manfred Mann
sonny boy williamson ii,2,45.0,Medium,Medium,Low,Vocal,0.0,2.85,0.0,acoustic,0,,,,144883.0,949248.0,Little Walter,Big Walter Horton,T-Bone Walker
sonny chillingworth,1,21.0,Medium,Low,Low,Instrumental,0.0,2.78,0.0,guitar,0,,,,20534.0,119895.0,Ray Kane,Cyril Pahinui,Jeff Peterson
sonny fodera,14,46.5,Medium,High,Low,Vocal,0.0,3.2435714285714283,92.85714285714286,deep-house,0,,,,333218.0,3376455.0,Patrick Topping,Nathan Dawe,MK
sonny lim,7,22.0,Medium,Low,Low,Instrumental,0.0,3.757142857142857,0.0,guitar,0,,,,10705.0,105523.0,John Keawe,Jeff Peterson,Ledward Kaapana
sonora carruseles,1,29.0,Medium,High,Low,Vocal,0.0,4.71,100.0,salsa,0,,,,105232.0,539312.0,Tito Puente,Grupo Niche,Carlos Vives
sonora maracaibo,5,33.6,Medium,Low,Low,Vocal,0.0,2.59,0.0,rock-n-roll,0,,,,1292.0,9511.0,La Internacional Sonora Maracaibo,La Sonora Siguaray,los sonor's
sonora ponceña,2,27.0,Medium,Medium,Low,Vocal,0.0,6.595000000000001,50.0,salsa,0,,,,66189.0,444219.0,El Gran Combo De Puerto Rico,Roberto Roena y Su Apollo Sound,Bobby Valentin
sonora skandalera,2,35.5,Low,High,Low,Vocal,0.0,5.12,0.0,ska,0,,,,2374.0,23990.0,Nana Pancha,Royal Club,La Parranda Magna
sonora de llegar,3,35.333333333333336,Medium,High,Low,Vocal,0.0,3.4633333333333334,0.0,ska,0,,,,7494.0,200883.0,Santiago Rebelde,Guachupé,Skaldik
sons of maria,3,50.66666666666666,Medium,High,Low,Instrumental,0.0,3.353333333333333,0.0,deep-house,0,,,,157093.0,1128322.0,Nora En Pure,Calippo,Eli & Fur
sons of perdition,1,21.0,Medium,Medium,Low,Vocal,0.0,5.0,0.0,goth,0,,,,18420.0,311808.0,Myssouri,Antic Clay,Lonesome Wyatt and Rachel Brooke
sonu nigam,23,35.65217391304348,Medium,High,Low,Vocal,0.0,5.56695652173913,47.82608695652174,pop-film,0,,,,159202.0,2479749.0,Udit Narayan,Shreya Ghoshal,Alka Yagnik
soo wincci,1,21.0,Medium,Medium,Low,Vocal,0.0,3.14,0.0,mandopop,0,,,,1416.0,9386.0,FS (Fuying & Sam),蘇盈之,Jess Lee
soolamangalam sisters,5,39.2,Medium,Medium,Low,Vocal,0.0,14.224,0.0,classical,0,,,,1197.0,13430.0,Malaysia Vasudevan,Swarnalatha,Asal Kolaar
soolking,10,48.9,High,Medium,Low,Vocal,50.0,2.909,80.0,french,0,,,,149644.0,3399909.0,L'Algérino,Hatik,Colonel Reyel
