artist_name,listeners,playcount,similar
Chris Rea,1150696,13832543,Joe Cocker;Mark Knopfler;Dire Straits
Chris Robinson,20797,160883,Marc Ford;Rich Robinson;Chris & Rich Robinson
Chris Spedding,66409,352761,The Inmates;Dr. Feelgood;Graham Parker
Chris Stapleton,664402,20680235,Tyler Childers;Luke Combs;Cody Johnson
Chris Thile,180958,1985554,Punch Brothers;Nickel Creek;Sara Watkins
Chris Tomlin,354957,8744661,Matt Redman;Phil Wickham;Casting Crowns
Christ Agony,12365,479955,Besatt;Lux Occulta;Hate
Christer Sjögren,27956,220147,Vikingarna;Thorleifs;Jan Malmsjö
Christian Anders,39258,345352,Bernd Clüver;Ireen Sheer;Kristina Bach
Christian Borle,148196,3308199,'Falsettos' 2016 Broadway Company;Stephanie J. Block;Tracie Thoms
Christian Cambas,24896,128886,SRVD;deep dimension;Kozlov
Christian Death,415559,10248147,Shadow Project;Alien Sex Fiend;Specimen
Christian Finnegan,51542,512812,Kyle Cease;Ralphie May;Dana Gould
Christian French,245048,4579215,Quinn XCII;Jake Scott;Jeremy Zucker
Christian Kuria,310522,5504317,Rini;Mac Ayres;Jeff Bernat
Christian Lais,10279,121921,Uwe Busse;Olaf Berger;Nik P.
Christian Leave,494068,6911080,Ritt Momney;Del Water Gap;Declan McKenna
Christian Löffler,317286,6315240,Max Cooper;Gidge;Kiasmos
Christian Peterson-Bergling,43889,201035,Niwa Nova;Alain Pironi;Nadav Amir-Himmel
Christian Smith,57262,282620,Victor Ruiz;Mario Ochoa;Adam Beyer
Christina Novelli,35523,299646,Ashley Wallbridge;Craig Connelly;Roman Messer
Christina Perri,1664596,23158665,Rachel Platten;Colbie Caillat;Sara Bareilles
Christine Ebersole,7470,49890,Lauren Kennedy;Betty Buckley;Emily Skinner and Alice Ripley
Christine Fan,9298,113702,Victor Wong;Pets tseng;Jia Jia
Christine Leyser,3056,16657,Pia Allgaier;Manuel Straube;Bernd Wippich
Christoph Willibald Gluck,381897,1933941,Gaetano Donizetti;Giuseppe Verdi;Georg Friedrich Händel
Christophe,155456,1456739,Alain Bashung;Julien Clerc;Alain Souchon
Christopher Coe,1187,3233,Harmonik Kontrol;Charlie Thorstenson;Mat Playford
Christopher Cross,628336,6009040,Ambrosia;Michael McDonald;Paul Davis
Christopher Dicker,115340,552843,Ledetraad;Elliott Jack Sansom;Edvard Kravchuk
Christopher Fitzgerald,210057,1762590,Idina Menzel & Leo Norbert Butz;Kristin Chenoweth;Kristin Chenoweth & Idina Menzel
Christopher Jackson,466261,7330630,Leslie Odom Jr.;Phillipa Soo;Renée Elise Goldsberry
Christopher Martin,55832,400739,Romain Virgo;Busy Signal;Tarrus Riley
Christopher Titus,34991,509141,Ralphie May;Christian Finnegan;John Pinette
Christopher Wong,4194,61023,Đức Trí;GARRETT CROSBY;Debbie Wiseman
Christopher Zondaflex Tyler,883,5569,Ballet Preschool Party;Kimbo Children's Music;Kate Kuper and Neal Robinson
Christy Altomare,152468,1756940,Derek Klena;Ramin Karimloo;Liz Callaway
Christy Nockels,87739,804672,Kristian Stanfill;Charlie Hall;Brenton Brown
Chromatics,1052763,23191672,Glass Candy;Johnny Jewel;Symmetry
Chrome Sparks,388795,5391675,Slow Magic;Giraffage;Evenings
Chronic Law,8422,180116,Jahshii;Rygin King;Malie Donn
Chronixx,136029,1712920,Protoje;Kabaka Pyramid;Jesse Royal
Chrystian & Ralf,41136,492726,João Paulo & Daniel;Matogrosso & Mathias;Zezé Di Camargo & Luciano
ChuChu TV,13388,127426,Mogul Music Inc.;Mellodees;Amy Samu
Chubb Rock,79555,367159,Heavy D & The Boyz;Special Ed;Audio Two
Chubby Checker,527191,2957666,Bill Haley;Eddie Cochran;Bill Haley & His Comets
Chuck Berry,2282727,27685729,Little Richard;Jerry Lee Lewis;Carl Perkins
Chuck Ragan,101679,4883412,Dave Hause;Brian Fallon;The Gaslight Anthem
Chuckie,213487,1141275,Quintino;Fedde Le Grand;Hardwell
Chulito Camacho,8359,80024,Mr. Rango;Hermano L;Morodo
Chullo,12764,63633,fwd/slash;P.A.V;Jane Good
Chumbawamba,883220,9366490,Crass;Billy Bragg;Against Me!
Chuva Negra,10637,815071,Garage Fuzz;Zander;Dead Fish
Chuy Lizarraga y Su Banda Tierra Sinaloense,28901,209754,La Numero 1 Banda Jerez De Marco A. Flores;Saul El Jaguar Alarcón;Julio Preciado y Su Banda Perla del Pacifico
Chyi Chin,7645,53308,Chiang Yu-Heng;Zhang Yu Sheng;Dave Wang
Ciaran Lavery,208950,1048562,Joshua Burnside;Glen Hansard;James Vincent McMorrow
Cibo Matto,447180,8178035,Miho Hatori;POiSON GiRLFRiEND;Esthero
Cicco Sanchez,6194,80019,JayRed;Michele Merlo;Highsnob
Cid Rim,75719,620515,Machinedrum;Dorian Concept;Lone
Cidade Negra,181330,2823525,Jota Quest;O Rappa;Lulu Santos
Cidade Verde Sounds,16570,189839,Amanajé Sound System;Daniel Profeta;Filosofia Reggae
Cidadão Quem,55842,1232734,Vera Loca;Pouca Vogal;Nenhum de Nós
Cidergirl,85964,1327556,KANA-BOON;Sumika;Necry Talkie
Cielo Razzo,9103,332769,El Bordo;La 25;Salta la Banca
Cielo Torres,2308,12446,You Salsa;Yahaira Plasencia;Bembe Orquesta
Cigarettes After Sex,2284582,212064767,"Strawberry Guy;Dream, Ivory;Bubble Tea and Cigarettes"
Cinco,13957,266123,Guy2Bezbar;Diddi Trix;La Fève
Cinderella,615780,8799106,Ratt;Poison;Great White
Cindy Combs,3783,26502,John Keawe;Leonard Kwan;Ray Kane
Cindy Yen,5259,67165,梁心頤;范瑋琪;陳芳語
Cine,97141,2335197,Restart;Strike;NX Zero
Circa Survive,709287,39619090,Anthony Green;Saosin;L.S. Dunes
Circle Jerks,360959,7119399,Descendents;Black Flag;Adolescents
Circle Of Dead Children,24868,835786,Disavowed;Orchidectomy;Deaden
Circle of Dust,58308,1266252,Celldweller;Argyle Park;Blue Stahli
Circle of Life,5302,17170,Manu Cerasa;Gus (MT);Kadhem
Circuito Musical,5185,35155,Capital Do Sol;Carta de Baralho;Mel com Terra
Circuladô de Fulô,22196,290102,Forrueiros;Chama Chuva;Estakazero
Circulando De Fulo,12702,91411,Dois Dobrado;Ó do Forró;Peixelétrico
Circus No. 9,538,2650,Songs From The Road Band;Mile Twelve;Tray Wellington
Ciro y los Persas,48298,1125340,Los Piojos;Callejeros;Intoxicados
City Wolf,38740,499203,Oh The Larceny;Royal Deluxe;Club Danger
Civil Twilight,241495,2709029,Morning Parade;Mutemath;Carolina Liar
Civilní Obrana,1911,47883,Rybičky 48;zakázaný ovoce;Zpraku!
Cixx,5254,21730,DJ Weirdo & DJ Sim;Dr. Phil Omanski;James Daltan
Claire Kuo,9792,127046,Rachel Liang;Pets tseng;Jia Jia
Claire Lynch,24109,166125,Alison Krauss & the Cox Family;Blue Highway;Lynn Morris
Claire Rosinkranz,572267,8439498,Aidan Bissett;Lyn Lapid;Ūla
Clairo,2348888,237514988,Shelly;beabadoobee;The Marías
Clan of Xymox,360764,9864763,Xymox;The Frozen Autumn;Fields of the Nephilim
Clannad,514521,8415739,Moya Brennan;Capercaillie;Máire Brennan
Claptone,337411,3465448,ZHU;CamelPhat;Vintage Culture
Clara Cava,17521,263491,Femi;Vinocio;Latelonius
Clara Mae,167756,1931689,shy martin;Anna Clendening;Loote
Clara Nunes,268458,4559245,Beth Carvalho;Martinho Da Vila;Paulinho da Viola
Clara Valverde,64487,801721,Lamparina;Clara x Sofia;Julio Secchin
Clarence Frogman Henry,153352,618884,Jackie DeShannon;Duane Eddy;Lloyd Price
Clarence White,12684,85754,The Rice Brothers;The Kentucky Colonels;Bill Keith
ClariS,177753,7923719,TrySail;ChouCho;fripSide
Claribel Ramón,43769,130859,Haakon Stange;Mauro Cangemi;Jenny Lange
Clarice Falcão,318437,15109564,Manu Gavassi;Letrux;MC Tha
Clarx,91422,1016972,Unknown Brain;3rd Prototype;Diamond Eyes
Classic,37390,274697,Вульгарный Тонн;228;Вульгарный Кто
Claude Barzotti,25773,175229,Hervé Vilard;Daniel Guichard;François Feldman
Claude Debussy,1853057,34795313,Maurice Ravel;Franz Liszt;Frédéric Chopin
Claude VonStroke,231865,1690912,Green Velvet;Robag Wruhme;Super Flu
Claude Young,18011,88496,Dan Curtin;Jeff Mills;The Advent
Claude-Michel Schönberg,193219,4166067,Russell Crowe;Isabelle Allen;Eddie Redmayne
Claudia Jung,39709,609345,Kristina Bach;Bernhard Brink;Ireen Sheer
Claudia Koh,1059,10061,Kendy Suen;Tsang Lok Tung;Regen C.
Claudia Leitte,133795,4221593,Babado Novo;Ivete Sangalo;Daniela Mercury
Claudio Arrau,82383,1223084,Михаил Плетнёв;Владимир Ашкенази;Alfred Brendel
Claudio Estrada,1033,5664,Ramon Dona-Dio;Gilberto Puente;Juan Veronico
Claudio Marciello,1669,27972,Horcas;O'Connor;Aonikenk
Claustrofobia,24148,607625,Korzus;Torture Squad;Cemitério
Clawfinger,337178,8228620,H-Blockx;Methods Of Mayhem;Stuck Mojo
Clay Walker,286528,2223797,Tracy Lawrence;Tracy Byrd;Mark Chesnutt
Clayton & Romário,90209,1765604,Hugo & Guilherme;George Henrique & Rodrigo;Israel & Rodolffo
Clayton Queiroz,1191,5596,Raquel Silva;Alugiana;Georgete Rocha
Clea Vincent,35834,344313,Pépite;Bleu Toucan;Claire Laffut
Clean Bandit,2110371,42036789,Jonas Blue;Sigala;The Chainsmokers
Cleber & Alex,2302,9951,Mayke & Rodrigo;Netto & Henrique;Marco Antonio & Gabriel
Cleber & Cauan,47737,384381,George Henrique & Rodrigo;Guilherme & Santiago;Israel & Rodolffo
Cleiton E Camargo,20584,135833,Alan E Aladim;Zezé Di Camargo & Luciano;João Paulo & Daniel
Clem Leek,278029,2761235,Ever So Blue;Leah Kardos;Stanislav Artemyev
Clementina De Jesus,74205,654836,Dona Ivone Lara;Paulinho da Viola;Beth Carvalho
Clementine Duo,78924,352352,Isabella Celander;Halloran & Kate;Handsome and Gretyl
Cleverson Silva,982,9529,ONE Service;Riverson Vianna;Paloma Possi
Cliff Martinez,365765,9232609,Clint Mansell;Hans Zimmer & Benjamin Wallfisch;Paul Haslinger
Cliff Richard,665833,4616523,Cliff Richard & The Shadows;David Essex;Donny Osmond
Cliff Richard & The Drifters,14961,54538,Charlie Gracie;Vince Taylor & His Playboys;Craig Douglas
Cliff Richard & The Shadows,108870,643277,Cliff Richard;Gerry & The Pacemakers;Billy Fury
Climie Fisher,131061,669994,Limahl;Brother Beyond;Belouis Some
Clint Is Quinn,33645,78938,Tally Tilly;Spice Rack;Wasted Glitter
Clint Mansell,1054185,31172688,Cliff Martinez;John Murphy;James Newton Howard
Clinton Jackson,7661,34866,Don Friesen;Margaret Smith;Kristin Key
Clinton Kane,385423,8260504,Anson Seabra;Forest Blakk;Dean Lewis
Clio,128606,1251125,Alice et Moi;P.r2b;Pomme
Clockartz,11558,165618,RVAGE;B-Freqz;Degos & Re-Done
Clonnex,17132,523494,THRILL PILL;PLOHOYPAREN;Kai Angel
Closehead,3149,77189,Rocket Rockers;Pee Wee Gaskins;Glory of Love
Cloud 11,5666,40369,XANSEII.;Diego Mcn;89ine
Cloud Rat,50305,1598192,Closet Witch;Wormrot;Fluoride
Clovercroft Kids,4079,19885,Ernie Rettino;Mogul Music Inc.;Sing n Play
Club Kuru,128583,1037084,Ceramic Animal;Sugar Candy Mountain;Post Animal
Club des Belugas,252619,3692866,JoJo Effect;Gabin;Zofka
ClubDub,3786,125445,Birnir;Daniil;Aron Can
Clube Do Balanço,34904,286192,Bebeto;Teresa Cristina;Trio Mocotó
Cluster,231744,2920010,Harmonia;Cluster & Brian Eno;NEU!
Clutch,492164,24254569,The Company Band;Red Fang;Corrosion of Conformity
Clyde McPhatter,106602,443101,Clyde McPhatter & The Drifters;LaVern Baker;Big Joe Turner
Clément Leroux,41443,179297,trackhead;Indigo Pool;Holow
CoCo Lee,41087,669658,蕭亞軒;張惠妹;莫文蔚
CoComelon,126380,4322398,Vicky Arlidge;Pinkfong;Little Baby Bum Nursery Rhyme Friends
Coach Bennet,6312,98090,Eazim;samo104;Nullzweizwei
Coach Kody,1220,2449,Jools TV;Pj Panda;Pierce Freelon
Coal Chamber,643041,9744704,Dry Kill Logic;Mudvayne;Static-X
Cobra Skulls,68311,1430015,Dead to Me;The Copyrights;Elway
Cobra Starship,1486350,33328353,The Academy Is...;Fall Out Boy;Midtown
Cock Robin,169811,1267304,Paul Young;Mr. Mister;Alison Moyet
Cocktail Slippers,8840,79475,The Len Price 3;The Launderettes;The Woggles
Coco & Breezy,101820,511993,Mild Minds;Austin Millz;Emmit Fenn
Code Black,56521,883867,Keltek;Wasted Penguinz;Frontliner
Codename Chinadoll,44360,160952,reeperzehn;lokeyz;Vee Dae
Cody,24069,273064,Nikolaj Nørlund;Christian Hjelm;Mikael Simpson
Cody Fry,482071,7081912,JVKE;AJR;Em Beihold
Cody Johnson,199170,6161474,Riley Green;Parker McCollum;Luke Combs
Cody Lovaas,68911,428405,Devin Kennedy;Kayden;Chris James
Coffee Cub,34045,186971,Rayn;Friends & I;Jane Good
Coffeekids,1502,5333,Vincent Boral;It's DPK;Shantanu Avinashi
Coheed and Cambria,1043639,63699818,The Prize Fighter Inferno;The Dear Hunter;Thank You Scientist
Coiffeur,36047,964674,El Robot Bajo El Agua;Javier Barría;Francisco Bochatón
Cokobi,44612,288750,Marie Protivová;Lorelle Paredes;Dream Flows
Cola Jet Set,24308,283887,La Monja Enana;Me Enveneno De Azules;Vacaciones
Cold,797503,15093858,Earshot;10 Years;Evans Blue
Cold Beat,30356,229902,jeanines;Dummy;En Attendant Ana
Cold Blood,30878,146829,The Headhunters;Tower of Power;Rufus Thomas
Cold Cave,268975,5916350,Drab Majesty;Buzz Kull;Linea Aspera
Cold Confusion,4978,29852,Lumex;Imperatorz;Physika
Cold Hart,229478,5190740,
Cold War Kids,1713058,35068011,Grouplove;Young the Giant;Delta Spirit
Coldcut,532457,5322286,DJ Food;Hexstatic;London Funk Allstars
Colde,404296,21082927,Dvwn;Rad Museum;Dean
Coldplay,7968659,617016318,Keane;Imagine Dragons;Travis
Coldworker,16732,345746,Afgrund;Deathbound;Sayyadina
Cole Swindell,209444,3833167,Chris Young;Dustin Lynch;Thomas Rhett
Colette Lush,58067,523739,Alayna;Loony;Janine
Colin & Caroline,123661,592075,The Mayries;Megan Davies;Sara Farell
Colin Donnell,9402,83713,Zachary Levi;Santino Fontana;Nicholas Barasch
Collabro,18471,234676,Adam Jacobs;Original Cast of Billy Elliot;Megan McGinnis
Collective Soul,1175338,15676291,Better Than Ezra;Tonic;The Wallflowers
College,664918,7868662,Electric Youth;Anoraak;FM Attack
Collide,149261,3072974,Android Lust;Kidneythieves;Ego Likeness
Collie Buddz,373684,4270686,Stephen Marley;Tribal Seeds;Ky-Mani Marley
Collin Raye,164675,1639753,Doug Stone;Diamond Rio;Little Texas
Colo de Deus,24350,1278080,Fraternidade São João Paulo II;Comunidade Católica Colo de Deus;Frei Gilson
Colombo,32610,306725,Sekret Chadow;Disqonnect;3D Stas
Colonel Reyel,36603,315413,Sexion d'Assaut;Black M;Tal
Colorstone,390,3283,Lover Under Cover;Wigelius;House of Shakira
Colour Castle,12408,42379,George Sandler;Pool Attendant;Another Chemical Love Story
Columbine,41724,2633834,SCH;Peet;Lujipeka
Colyn,44150,336838,INNELLEA;Adriatique;Kevin De Vries
Coma,345930,37295045,Piotr Rogucki;happysad;Hey
Comaduster,17553,278175,Access to Arasaka;Dead When I Found Her;FreqGen
Combichrist,369583,18659941,Suicide Commando;Grendel;Icon of Coil
Comedian Bob Marley,7172,90539,Sean Rouse;Paula Poundstone;Steve Hofstetter
Comisario Pantera,37379,698181,Odisseo;Enjambre;Reyno
Commix,169925,1738246,Calibre;Marcus Intalex;Nu:Tone
Commodores,1232672,9840410,Lionel Richie;The Spinners;The O'Jays
Common Rider,135564,1625393,Against All Authority;Operation Ivy;The Suicide Machines
Compa,7178,43217,Perverse;Thelem;Tunnidge
Companhia do Calypso,45081,1271591,Banda Calypso;Joelma;Banda Magníficos
Company,119918,1004674,Orchestra;Nathan Lane;Angela Lansbury
"Company of SpongeBob SquarePants, The New Musical",14969,152817,Danny Skinner;Jason Michael Snow;Curtis Holbrook
Compton's Most Wanted,246117,1707590,MC Eiht;DJ Quik;Above the Law
Compulsive Gamblers,47744,506619,Reigning Sound;Oblivians;The Gories
Comunidade Católica Shalom,12738,355383,Ministério Adoração e Vida;Vida Reluz;Frei Gilson
Comunidade Evangélica Internacional da Zona Sul,5451,53652,Ministério Nova Jerusalém;Ministério Koinonya de Louvor;Comunidade de Nilópolis
Comunidade Evangélica de Maringá,3192,24884,Ronaldo Medeiros;Toque no Altar;Comunidade Evangélica Internacional da Zona Sul
Comunidade Nin-jitsu,22230,506223,Tequila Baby;Vera Loca;Ultramen
Con Alma,91415,467648,Noemi Lucas;Leisel Walker;carluccio
Con Funk Shun,161607,1092475,L.T.D.;Cameo;Slave
Conan,81127,1739977,Bongripper;Slomatics;Weedeater
Conan Gray,1963116,171136451,Gracie Abrams;Maisie Peters;Ricky Montgomery
Conan Osíris,16764,404684,Zala Kralj & Gašper Šantl;Ester Peony;Chingiz
Concept Art,7063,50364,Pherato;Energyzed;NSCLT
Concord Dawn,149277,2083482,Moving Fusion;Rawthang;State Of Mind
Conde do Forró,30376,336724,Banda A Loba;Bonde do Brasil;Moleca 100 Vergonha
ConeCrewDiretoria,135873,5134347,Haikaiss;Costa Gold;Class A
Confess,14429,158933,Bai Bang;Crazy Lixx;Black Diamonds
Confession,55041,1657782,I Killed the Prom Queen;For the Fallen Dreams;In Hearts Wake
Congo Natty,102962,1000533,Serial Killaz;General Levy;Shy FX
Conjunto Berretin,2987,12006,Ernesto Fama Con La Orq. Típica Porteña;Discepolo;Florindo Sassone Y Su Orquesta
Conjunto Chaney,11133,66013,PEDRO ARROYO;Roberto Lugo;Pedro Conga
Conjunto Clásico,7793,38307,Bobby Cruz;Wayne Gorbea;Luigi Texidor
Conjunto Ivoti,2128,11712,Los Reyes Del Chamame;Los Alonsitos;Los De Mailin
Conjure One,434434,6652354,Delerium;Sleepthief;Balligomingo
Connate Exasperation,176,2207,Order ov Riven Cathedrals;Serocs;Banisher
Conner Smith,56211,838831,Josh Ross;Tyler Hubbard;Tucker Wetmore
Connie Francis,603155,10513353,Peggy March;Jo Stafford;Kitty Kallen
Connor Price,395767,10545586,Nic D;callmestevieray;ChrispyD
Connor Questa,1245,44508,Marilina Connor Questa;Más Que Uno;Parteplaneta
Conociendo Rusia,52896,1924899,El Zar;El Kuelgue;Bandalos Chinos
Conor Matthews,55833,520725,Why Don't We;Boy in Space;Anthony Russo
Conquer Divide,99893,1733182,As Everything Unfolds;Future Palace;Ankor
Conrado & Aleksandro,25169,326285,Loubet;Munhoz & Mariano;Jads & Jadson
Conro,177744,2538269,
Conroy Smith,13609,53134,Courtney Melody;Pad Anthony;Echo Minott
Consciência Humana,11002,136631,De Menos Crime;Realidade Cruel;Facção Central
Consoul Trainin,51342,311056,Mr.DA-NOS;Marc Philippe;BOOSTEREO
Constance Demby,62744,583136,2002;Cusco;Ray Lynch
Contra,29516,804034,Ceza;Hidra;norm ender
Control Freak,15681,147480,Virtual Riot;Joeb;Calcium
Convictions,28098,603938,"Bloodlines;Confessions of a Traitor;Oh, Sleeper"
Conway the Machine,350287,12064259,Benny the Butcher;Westside Gunn;Griselda
Cookie Monsta,148187,1520685,FuntCase;Excision & Downlink;Datsik
Cookiee Kawaii,305777,2641806,Lay Bankz;UNiiQU3;OG MarlynMonROLLUP
Cool Candys,6637,42489,Tommys;Bhonus;Titanix
Coolio,1814999,14301246,2Pac;Naughty By Nature;Ice Cube
Cooltime Kids,10528,71090,The Hit Crew Kids;Old Town School of Folk Music;big block singsong
Coone,139060,2733110,Da Tweekaz;Brennan Heart;Wildstylez
Coqeéin Montana,3682,46391,Kmd Label;Osx Mob;Mike Southside
Coral Kadmiel,871,10128,Coral resgate para a vida;Coral Resgate;Coral Voice Soul
Coral Palestrina,4703,41990,"Cantos do Hinário Litúrgico da CNBB;Míria Therezinha Kolling;Pe. Joãozinho, scj"
Coral Voice Soul,1340,11879,Coral Resgate;Coral resgate para a vida;CORAL KADMIEL
Coral Vozes Guerreiras,50470,318314,Pagode da Tia Doca;Arlindo Cruz;Grupo 100%
Corazón,6347,69694,Mirafiori;Cola Jet Set;La Monja Enana
Corey Hart,474635,2826903,Glass Tiger;Loverboy;Cutting Crew
Corey Smith,64547,748059,Casey Donahew Band;Josh Thompson;The Lost Trailers
Corinne Bailey Rae,1869114,23663336,India.Arie;Joss Stone;Lianne La Havas
Corneille,69680,706324,Tragédie;KeBlack;Dadju
Cornelis Vreeswijk,119887,4668415,Björn Afzelius;Nationalteatern;Ted Gärdestad
Cornmeal,15379,92039,Hot Buttered Rum;Danny Barnes;South Austin Jug Band
Coro - Pocahontas,472,2606,Franco Chillemi;Paola Gianetti;Manuela Villa
Coro Chile Canta,1119,2278,Conjunto Millaray;Silvia Infantas y Los Baqueanos;Los Huasos Quincheros
Corporate Hearts,18369,291254,Just Nick;Ankle Grease;Not Half Bad
Correatown,48349,257553,Hayley Taylor;Mariah McManus;Jont
Corroded,51910,854108,Days of Jupiter;Ammotrack;Sparzanza
Corrosion Of Conformity,365966,8395283,Down;Clutch;Orange Goblin
Cortex,584970,8987667,Alan Tew;Piero Umiliani;Tarika Blue
Cortijo Y Su Combo,14526,88964,Rafael Cortijo;Orchestra Harlow;Tommy Olivencia y Su Orquesta
Coruja Bc1,52066,1082983,Amiri;ADL;Rashid
Corvad,24181,162685,One True God;Rezz;Karma Fields
Cory Asbury,89847,1599622,Phil Wickham;Elevation Worship;Brandon Lake
Cosculluela,251058,3026514,Ñengo Flow;Anuel AA;Miky Woodz
Cosmic Boys,42448,245005,Teenage Mutants;Spartaque;Space 92
Cosmic Gate,434115,6214399,Ferry Corsten;Rank 1;Dash Berlin
Cosmic Psychos,28369,404974,Hard-Ons;The Chats;Stiff Richards
Cosmonov,961,6711,AnDrew DeXx;Steve Judge;SERES STECH
Cosmos People,9608,127636,Pa Pun Band;Crispy脆樂團;冰球樂團
Costa Gold,167616,5351889,Haikaiss;ConeCrewDiretoria;Djonga
Costa Mee,14299,217808,Paul Lock;Nando Fortunato;Housenick
Coti,177938,1346879,Nena Daconte;Amaral;Alex Ubago
Cottonwood Firing Squad,284746,2928977,"Slaughter Beach, Dog;German Error Message;Dr. Dog"
Count Five,143569,826261,The Smoke;The Litter;The Chocolate Watch Band
Counterparts,216224,14967127,Boundaries;End;Foreign Hands
Counting Crows,2685384,47769224,Toad The Wet Sprocket;Better Than Ezra;Gin Blossoms
Counting Tides,57113,406794,Carligo;Jack Rosslyn;Chopade
Couple Skate,11994,186157,Bloat;TOUGHGUY;Haggus
Courting,73032,1561853,Sports Team;Shame;Yard Act
Covers Culture,6577,88253,Filip Nordin;Son&Dad;Normandy
Cowboy Copas,12043,61770,Hawkshaw Hawkins;Floyd Tillman;Little Jimmy Dickens
Coyote Oldman,31981,447886,R. Carlos Nakai;Aroshanti;Dean Evenson
Cr3on,8602,31744,JRVO;bodin;Single Spark
Cr7z,11047,655643,Absztrakkt;Inflabluntahz;Prezident
Cradle Of Filth,716135,41599215,Dimmu Borgir;Old Man's Child;Hecate Enthroned
Craft,70982,2215082,Armagedda;Carpathian Forest;Urgehal
Craig Armstrong,708892,9177026,Dario Marianelli;Thomas Newman;Rachel Portman
Craig David,1125020,14135247,Blue;Jay Sean;Usher
Craig Ferguson,12683,104365,John Caparulo;Greg Warren;Greg Behrendt
Craig Mack,238512,1367053,Erick Sermon;Keith Murray;Das EFX
Craig Ogden,30743,131718,Duo Llobet;Sonja Prunnbauer;Celia Linde
Craig Shoemaker,19264,131161,Henry Cho;Jimmy Dore;Ralphie May
Craig Urquhart,22720,175502,Solomon Keal;Jeff Bjorck;Joseph Akins
Craig Xen,239138,3152220,Bass Santana;Kin$oul;Kid Trunks
